,Lateral_ID (i),Customer_ID (k),Customer Anomaly Status x(i)(k),N(i),Lateral Anomaly Status x(i),Affected Customers s(i),~y(1)(ik),~y(2)(ik),~y(3)(ik),~y(4)(ik),~y(1)(i),~y(2)(i),~y(3)(i),~y(4)(i)
15105,759,6,0,22,2,4,0,0,0,0,0,5,4,6
15106,759,7,0,22,2,4,0,0,0,0,0,5,4,6
15107,759,8,0,22,2,4,0,0,0,0,0,5,4,6
15108,759,9,2,22,2,4,0,2,2,3,0,5,4,6
15109,759,10,0,22,2,4,0,0,0,0,0,5,4,6
15110,759,11,2,22,2,4,0,1,1,2,0,5,4,6
15111,759,12,2,22,2,4,0,0,0,1,0,5,4,6
15112,759,13,0,22,2,4,0,0,0,0,0,5,4,6
15113,759,14,0,22,2,4,0,0,0,0,0,5,4,6
15114,759,15,0,22,2,4,0,0,0,0,0,5,4,6
15115,759,16,2,22,2,4,0,2,1,0,0,5,4,6
15116,759,17,0,22,2,4,0,0,0,0,0,5,4,6
15117,759,18,0,22,2,4,0,0,0,0,0,5,4,6
15118,759,19,0,22,2,4,0,0,0,0,0,5,4,6
15119,759,20,0,22,2,4,0,0,0,0,0,5,4,6
15120,759,21,0,22,2,4,0,0,0,0,0,5,4,6
15121,759,22,0,22,2,4,0,0,0,0,0,5,4,6
15122,760,1,0,15,0,0,0,0,0,0,0,0,0,0
15123,760,2,0,15,0,0,0,0,0,0,0,0,0,0
15124,760,3,0,15,0,0,0,0,0,0,0,0,0,0
15125,760,4,0,15,0,0,0,0,0,0,0,0,0,0
15126,760,5,0,15,0,0,0,0,0,0,0,0,0,0
15127,760,6,0,15,0,0,0,0,0,0,0,0,0,0
15128,760,7,0,15,0,0,0,0,0,0,0,0,0,0
15129,760,8,0,15,0,0,0,0,0,0,0,0,0,0
15130,760,9,0,15,0,0,0,0,0,0,0,0,0,0
15131,760,10,0,15,0,0,0,0,0,0,0,0,0,0
15132,760,11,0,15,0,0,0,0,0,0,0,0,0,0
15133,760,12,0,15,0,0,0,0,0,0,0,0,0,0
15134,760,13,0,15,0,0,0,0,0,0,0,0,0,0
15135,760,14,0,15,0,0,0,0,0,0,0,0,0,0
15136,760,15,0,15,0,0,0,0,0,0,0,0,0,0
15137,762,1,0,30,0,0,0,0,0,0,0,0,0,0
15138,762,2,0,30,0,0,0,0,0,0,0,0,0,0
15139,762,3,0,30,0,0,0,0,0,0,0,0,0,0
15140,762,4,0,30,0,0,0,0,0,0,0,0,0,0
15141,762,5,0,30,0,0,0,0,0,0,0,0,0,0
15142,762,6,0,30,0,0,0,0,0,0,0,0,0,0
15143,762,7,0,30,0,0,0,0,0,0,0,0,0,0
15144,762,8,0,30,0,0,0,0,0,0,0,0,0,0
15145,762,9,0,30,0,0,0,0,0,0,0,0,0,0
15146,762,10,0,30,0,0,0,0,0,0,0,0,0,0
15147,762,11,0,30,0,0,0,0,0,0,0,0,0,0
15148,762,12,0,30,0,0,0,0,0,0,0,0,0,0
15149,762,13,0,30,0,0,0,0,0,0,0,0,0,0
15150,762,14,0,30,0,0,0,0,0,0,0,0,0,0
15151,762,15,0,30,0,0,0,0,0,0,0,0,0,0
15152,762,16,0,30,0,0,0,0,0,0,0,0,0,0
15153,762,17,0,30,0,0,0,0,0,0,0,0,0,0
15154,762,18,0,30,0,0,0,0,0,0,0,0,0,0
15155,762,19,0,30,0,0,0,0,0,0,0,0,0,0
15156,762,20,0,30,0,0,0,0,0,0,0,0,0,0
15157,762,21,0,30,0,0,0,0,0,0,0,0,0,0
15158,762,22,0,30,0,0,0,0,0,0,0,0,0,0
15159,762,23,0,30,0,0,0,0,0,0,0,0,0,0
15160,762,24,0,30,0,0,0,0,0,0,0,0,0,0
15161,762,25,0,30,0,0,0,0,0,0,0,0,0,0
15162,762,26,0,30,0,0,0,0,0,0,0,0,0,0
15163,762,27,0,30,0,0,0,0,0,0,0,0,0,0
15164,762,28,0,30,0,0,0,0,0,0,0,0,0,0
15165,762,29,0,30,0,0,0,0,0,0,0,0,0,0
15166,762,30,0,30,0,0,0,0,0,0,0,0,0,0
15167,763,1,1,46,1,33,0,0,1,0,0,0,9,0
15168,763,2,0,46,1,33,0,0,0,0,0,0,9,0
15169,763,3,1,46,1,33,0,0,0,0,0,0,9,0
15170,763,4,1,46,1,33,0,0,0,0,0,0,9,0
15171,763,5,0,46,1,33,0,0,0,0,0,0,9,0
15172,763,6,1,46,1,33,0,0,0,0,0,0,9,0
15173,763,7,0,46,1,33,0,0,0,0,0,0,9,0
15174,763,8,1,46,1,33,0,0,0,0,0,0,9,0
15175,763,9,1,46,1,33,0,0,0,0,0,0,9,0
15176,763,10,1,46,1,33,0,0,0,0,0,0,9,0
15177,763,11,1,46,1,33,0,0,0,0,0,0,9,0
15178,763,12,0,46,1,33,0,0,0,0,0,0,9,0
15179,763,13,0,46,1,33,0,0,0,0,0,0,9,0
15180,763,14,1,46,1,33,0,0,0,0,0,0,9,0
15181,763,15,1,46,1,33,0,0,1,0,0,0,9,0
15182,763,16,1,46,1,33,0,0,0,0,0,0,9,0
15183,763,17,1,46,1,33,0,0,0,0,0,0,9,0
15184,763,18,1,46,1,33,0,0,1,0,0,0,9,0
15185,763,19,1,46,1,33,0,0,0,0,0,0,9,0
15186,763,20,1,46,1,33,0,0,1,0,0,0,9,0
15187,763,21,1,46,1,33,0,0,0,0,0,0,9,0
15188,763,22,1,46,1,33,0,0,0,0,0,0,9,0
15189,763,23,1,46,1,33,0,0,0,0,0,0,9,0
15190,763,24,1,46,1,33,0,0,1,0,0,0,9,0
15191,763,25,0,46,1,33,0,0,0,0,0,0,9,0
15192,763,26,1,46,1,33,0,0,0,0,0,0,9,0
15193,763,27,0,46,1,33,0,0,0,0,0,0,9,0
15194,763,28,1,46,1,33,0,0,0,0,0,0,9,0
15195,763,29,1,46,1,33,0,0,0,0,0,0,9,0
15196,763,30,1,46,1,33,0,0,1,0,0,0,9,0
15197,763,31,0,46,1,33,0,0,0,0,0,0,9,0
15198,763,32,1,46,1,33,0,0,1,0,0,0,9,0
15199,763,33,1,46,1,33,0,0,0,0,0,0,9,0
15200,763,34,1,46,1,33,0,0,2,0,0,0,9,0
15201,763,35,1,46,1,33,0,0,0,0,0,0,9,0
15202,763,36,1,46,1,33,0,0,0,0,0,0,9,0
15203,763,37,0,46,1,33,0,0,0,0,0,0,9,0
15204,763,38,1,46,1,33,0,0,0,0,0,0,9,0
15205,763,39,1,46,1,33,0,0,0,0,0,0,9,0
15206,763,40,1,46,1,33,0,0,0,0,0,0,9,0
15207,763,41,0,46,1,33,0,0,0,0,0,0,9,0
15208,763,42,0,46,1,33,0,0,0,0,0,0,9,0
15209,763,43,1,46,1,33,0,0,0,0,0,0,9,0
15210,763,44,0,46,1,33,0,0,0,0,0,0,9,0
15211,763,45,1,46,1,33,0,0,0,0,0,0,9,0
15212,763,46,0,46,1,33,0,0,0,0,0,0,9,0
15213,765,1,1,27,1,22,0,0,1,0,0,0,5,14
15214,765,2,1,27,1,22,0,0,0,0,0,0,5,14
15215,765,3,1,27,1,22,0,0,0,0,0,0,5,14
15216,765,4,1,27,1,22,0,0,0,0,0,0,5,14
15217,765,5,0,27,1,22,0,0,0,0,0,0,5,14
15218,765,6,1,27,1,22,0,0,0,1,0,0,5,14
15219,765,7,1,27,1,22,0,0,0,0,0,0,5,14
15220,765,8,1,27,1,22,0,0,0,1,0,0,5,14
15221,765,9,1,27,1,22,0,0,0,1,0,0,5,14
15222,765,10,1,27,1,22,0,0,1,2,0,0,5,14
15223,765,11,1,27,1,22,0,0,0,2,0,0,5,14
15224,765,12,0,27,1,22,0,0,0,0,0,0,5,14
15225,765,13,1,27,1,22,0,0,1,0,0,0,5,14
15226,765,14,1,27,1,22,0,0,0,1,0,0,5,14
15227,765,15,0,27,1,22,0,0,0,0,0,0,5,14
15228,765,16,1,27,1,22,0,0,0,1,0,0,5,14
15229,765,17,1,27,1,22,0,0,1,0,0,0,5,14
15230,765,18,0,27,1,22,0,0,0,0,0,0,5,14
15231,765,19,1,27,1,22,0,0,0,0,0,0,5,14
15232,765,20,1,27,1,22,0,0,0,1,0,0,5,14
15233,765,21,0,27,1,22,0,0,0,0,0,0,5,14
15234,765,22,1,27,1,22,0,0,0,2,0,0,5,14
15235,765,23,1,27,1,22,0,0,0,0,0,0,5,14
15236,765,24,1,27,1,22,0,0,0,0,0,0,5,14
15237,765,25,1,27,1,22,0,0,0,0,0,0,5,14
15238,765,26,1,27,1,22,0,0,0,0,0,0,5,14
15239,765,27,1,27,1,22,0,0,1,2,0,0,5,14
15240,766,1,2,28,2,22,0,1,2,4,0,22,20,31
15241,766,2,2,28,2,22,0,0,0,1,0,22,20,31
15242,766,3,2,28,2,22,0,3,1,0,0,22,20,31
15243,766,4,2,28,2,22,0,1,0,0,0,22,20,31
15244,766,5,2,28,2,22,0,1,1,2,0,22,20,31
15245,766,6,2,28,2,22,0,1,1,3,0,22,20,31
15246,766,7,0,28,2,22,0,0,0,0,0,22,20,31
15247,766,8,0,28,2,22,0,0,0,0,0,22,20,31
15248,766,9,2,28,2,22,0,0,4,2,0,22,20,31
15249,766,10,2,28,2,22,0,0,2,2,0,22,20,31
15250,766,11,2,28,2,22,0,0,2,2,0,22,20,31
15251,766,12,0,28,2,22,0,0,0,0,0,22,20,31
15252,766,13,2,28,2,22,0,1,1,1,0,22,20,31
15253,766,14,2,28,2,22,0,0,2,2,0,22,20,31
15254,766,15,0,28,2,22,0,0,0,0,0,22,20,31
15255,766,16,0,28,2,22,0,0,0,0,0,22,20,31
15256,766,17,2,28,2,22,0,0,0,0,0,22,20,31
15257,766,18,2,28,2,22,0,2,0,4,0,22,20,31
15258,766,19,2,28,2,22,0,2,1,0,0,22,20,31
15259,766,20,2,28,2,22,0,2,1,1,0,22,20,31
15260,766,21,2,28,2,22,0,2,1,0,0,22,20,31
15261,766,22,2,28,2,22,0,0,0,0,0,22,20,31
15262,766,23,0,28,2,22,0,0,0,0,0,22,20,31
15263,766,24,2,28,2,22,0,2,0,0,0,22,20,31
15264,766,25,2,28,2,22,0,0,0,2,0,22,20,31
15265,766,26,2,28,2,22,0,0,0,0,0,22,20,31
15266,766,27,2,28,2,22,0,3,1,1,0,22,20,31
15267,766,28,2,28,2,22,0,1,0,4,0,22,20,31
15268,767,1,0,16,0,0,0,0,0,0,0,0,0,0
15269,767,2,0,16,0,0,0,0,0,0,0,0,0,0
15270,767,3,0,16,0,0,0,0,0,0,0,0,0,0
15271,767,4,0,16,0,0,0,0,0,0,0,0,0,0
15272,767,5,0,16,0,0,0,0,0,0,0,0,0,0
15273,767,6,0,16,0,0,0,0,0,0,0,0,0,0
15274,767,7,0,16,0,0,0,0,0,0,0,0,0,0
15275,767,8,0,16,0,0,0,0,0,0,0,0,0,0
15276,767,9,0,16,0,0,0,0,0,0,0,0,0,0
15277,767,10,0,16,0,0,0,0,0,0,0,0,0,0
15278,767,11,0,16,0,0,0,0,0,0,0,0,0,0
15279,767,12,0,16,0,0,0,0,0,0,0,0,0,0
15280,767,13,0,16,0,0,0,0,0,0,0,0,0,0
15281,767,14,0,16,0,0,0,0,0,0,0,0,0,0
15282,767,15,0,16,0,0,0,0,0,0,0,0,0,0
15283,767,16,0,16,0,0,0,0,0,0,0,0,0,0
15284,768,1,0,25,0,0,0,0,0,0,0,0,0,0
15285,768,2,0,25,0,0,0,0,0,0,0,0,0,0
15286,768,3,0,25,0,0,0,0,0,0,0,0,0,0
15287,768,4,0,25,0,0,0,0,0,0,0,0,0,0
15288,768,5,0,25,0,0,0,0,0,0,0,0,0,0
15289,768,6,0,25,0,0,0,0,0,0,0,0,0,0
15290,768,7,0,25,0,0,0,0,0,0,0,0,0,0
15291,768,8,0,25,0,0,0,0,0,0,0,0,0,0
15292,768,9,0,25,0,0,0,0,0,0,0,0,0,0
15293,768,10,0,25,0,0,0,0,0,0,0,0,0,0
15294,768,11,0,25,0,0,0,0,0,0,0,0,0,0
15295,768,12,0,25,0,0,0,0,0,0,0,0,0,0
15296,768,13,0,25,0,0,0,0,0,0,0,0,0,0
15297,768,14,0,25,0,0,0,0,0,0,0,0,0,0
15298,768,15,0,25,0,0,0,0,0,0,0,0,0,0
15299,768,16,0,25,0,0,0,0,0,0,0,0,0,0
15300,768,17,0,25,0,0,0,0,0,0,0,0,0,0
15301,768,18,0,25,0,0,0,0,0,0,0,0,0,0
15302,768,19,0,25,0,0,0,0,0,0,0,0,0,0
15303,768,20,0,25,0,0,0,0,0,0,0,0,0,0
15304,768,21,0,25,0,0,0,0,0,0,0,0,0,0
15305,768,22,0,25,0,0,0,0,0,0,0,0,0,0
15306,768,23,0,25,0,0,0,0,0,0,0,0,0,0
15307,768,24,0,25,0,0,0,0,0,0,0,0,0,0
15308,768,25,0,25,0,0,0,0,0,0,0,0,0,0
15309,769,1,0,16,0,0,0,0,0,0,0,0,0,0
15310,769,2,0,16,0,0,0,0,0,0,0,0,0,0
15311,769,3,0,16,0,0,0,0,0,0,0,0,0,0
15312,769,4,0,16,0,0,0,0,0,0,0,0,0,0
15313,769,5,0,16,0,0,0,0,0,0,0,0,0,0
15314,769,6,0,16,0,0,0,0,0,0,0,0,0,0
15315,769,7,0,16,0,0,0,0,0,0,0,0,0,0
15316,769,8,0,16,0,0,0,0,0,0,0,0,0,0
15317,769,9,0,16,0,0,0,0,0,0,0,0,0,0
15318,769,10,0,16,0,0,0,0,0,0,0,0,0,0
15319,769,11,0,16,0,0,0,0,0,0,0,0,0,0
15320,769,12,0,16,0,0,0,0,0,0,0,0,0,0
15321,769,13,0,16,0,0,0,0,0,0,0,0,0,0
15322,769,14,0,16,0,0,0,0,0,0,0,0,0,0
15323,769,15,0,16,0,0,0,0,0,0,0,0,0,0
15324,769,16,0,16,0,0,0,0,0,0,0,0,0,0
15325,770,1,0,27,0,0,0,0,0,0,0,0,0,0
15326,770,2,0,27,0,0,0,0,0,0,0,0,0,0
15327,770,3,0,27,0,0,0,0,0,0,0,0,0,0
15328,770,4,0,27,0,0,0,0,0,0,0,0,0,0
15329,770,5,0,27,0,0,0,0,0,0,0,0,0,0
15330,770,6,0,27,0,0,0,0,0,0,0,0,0,0
15331,770,7,0,27,0,0,0,0,0,0,0,0,0,0
15332,770,8,0,27,0,0,0,0,0,0,0,0,0,0
15333,770,9,0,27,0,0,0,0,0,0,0,0,0,0
15334,770,10,0,27,0,0,0,0,0,0,0,0,0,0
15335,770,11,0,27,0,0,0,0,0,0,0,0,0,0
15336,770,12,0,27,0,0,0,0,0,0,0,0,0,0
15337,770,13,0,27,0,0,0,0,0,0,0,0,0,0
15338,770,14,0,27,0,0,0,0,0,0,0,0,0,0
15339,770,15,0,27,0,0,0,0,0,0,0,0,0,0
15340,770,16,0,27,0,0,0,0,0,0,0,0,0,0
15341,770,17,0,27,0,0,0,0,0,0,0,0,0,0
15342,770,18,0,27,0,0,0,0,0,0,0,0,0,0
15343,770,19,0,27,0,0,0,0,0,0,0,0,0,0
15344,770,20,0,27,0,0,0,0,0,0,0,0,0,0
15345,770,21,0,27,0,0,0,0,0,0,0,0,0,0
15346,770,22,0,27,0,0,0,0,0,0,0,0,0,0
15347,770,23,0,27,0,0,0,0,0,0,0,0,0,0
15348,770,24,0,27,0,0,0,0,0,0,0,0,0,0
15349,770,25,0,27,0,0,0,0,0,0,0,0,0,0
15350,770,26,0,27,0,0,0,0,0,0,0,0,0,0
15351,770,27,0,27,0,0,0,0,0,0,0,0,0,0
15352,771,1,0,6,0,0,0,0,0,0,0,0,0,0
15353,771,2,0,6,0,0,0,0,0,0,0,0,0,0
15354,771,3,0,6,0,0,0,0,0,0,0,0,0,0
15355,771,4,0,6,0,0,0,0,0,0,0,0,0,0
15356,771,5,0,6,0,0,0,0,0,0,0,0,0,0
15357,771,6,0,6,0,0,0,0,0,0,0,0,0,0
15358,772,1,0,43,0,0,0,0,0,0,0,0,0,0
15359,772,2,0,43,0,0,0,0,0,0,0,0,0,0
15360,772,3,0,43,0,0,0,0,0,0,0,0,0,0
15361,772,4,0,43,0,0,0,0,0,0,0,0,0,0
15362,772,5,0,43,0,0,0,0,0,0,0,0,0,0
15363,772,6,0,43,0,0,0,0,0,0,0,0,0,0
15364,772,7,0,43,0,0,0,0,0,0,0,0,0,0
15365,772,8,0,43,0,0,0,0,0,0,0,0,0,0
15366,772,9,0,43,0,0,0,0,0,0,0,0,0,0
15367,772,10,0,43,0,0,0,0,0,0,0,0,0,0
15368,772,11,0,43,0,0,0,0,0,0,0,0,0,0
15369,772,12,0,43,0,0,0,0,0,0,0,0,0,0
15370,772,13,0,43,0,0,0,0,0,0,0,0,0,0
15371,772,14,0,43,0,0,0,0,0,0,0,0,0,0
15372,772,15,0,43,0,0,0,0,0,0,0,0,0,0
15373,772,16,0,43,0,0,0,0,0,0,0,0,0,0
15374,772,17,0,43,0,0,0,0,0,0,0,0,0,0
15375,772,18,0,43,0,0,0,0,0,0,0,0,0,0
15376,772,19,0,43,0,0,0,0,0,0,0,0,0,0
15377,772,20,0,43,0,0,0,0,0,0,0,0,0,0
15378,772,21,0,43,0,0,0,0,0,0,0,0,0,0
15379,772,22,0,43,0,0,0,0,0,0,0,0,0,0
15380,772,23,0,43,0,0,0,0,0,0,0,0,0,0
15381,772,24,0,43,0,0,0,0,0,0,0,0,0,0
15382,772,25,0,43,0,0,0,0,0,0,0,0,0,0
15383,772,26,0,43,0,0,0,0,0,0,0,0,0,0
15384,772,27,0,43,0,0,0,0,0,0,0,0,0,0
15385,772,28,0,43,0,0,0,0,0,0,0,0,0,0
15386,772,29,0,43,0,0,0,0,0,0,0,0,0,0
15387,772,30,0,43,0,0,0,0,0,0,0,0,0,0
15388,772,31,0,43,0,0,0,0,0,0,0,0,0,0
15389,772,32,0,43,0,0,0,0,0,0,0,0,0,0
15390,772,33,0,43,0,0,0,0,0,0,0,0,0,0
15391,772,34,0,43,0,0,0,0,0,0,0,0,0,0
15392,772,35,0,43,0,0,0,0,0,0,0,0,0,0
15393,772,36,0,43,0,0,0,0,0,0,0,0,0,0
15394,772,37,0,43,0,0,0,0,0,0,0,0,0,0
15395,772,38,0,43,0,0,0,0,0,0,0,0,0,0
15396,772,39,0,43,0,0,0,0,0,0,0,0,0,0
15397,772,40,0,43,0,0,0,0,0,0,0,0,0,0
15398,772,41,0,43,0,0,0,0,0,0,0,0,0,0
15399,772,42,0,43,0,0,0,0,0,0,0,0,0,0
15400,772,43,0,43,0,0,0,0,0,0,0,0,0,0
15401,773,1,0,35,0,0,0,0,0,0,0,0,0,0
15402,773,2,0,35,0,0,0,0,0,0,0,0,0,0
15403,773,3,0,35,0,0,0,0,0,0,0,0,0,0
15404,773,4,0,35,0,0,0,0,0,0,0,0,0,0
15405,773,5,0,35,0,0,0,0,0,0,0,0,0,0
15406,773,6,0,35,0,0,0,0,0,0,0,0,0,0
15407,773,7,0,35,0,0,0,0,0,0,0,0,0,0
15408,773,8,0,35,0,0,0,0,0,0,0,0,0,0
15409,773,9,0,35,0,0,0,0,0,0,0,0,0,0
15410,773,10,0,35,0,0,0,0,0,0,0,0,0,0
15411,773,11,0,35,0,0,0,0,0,0,0,0,0,0
15412,773,12,0,35,0,0,0,0,0,0,0,0,0,0
15413,773,13,0,35,0,0,0,0,0,0,0,0,0,0
15414,773,14,0,35,0,0,0,0,0,0,0,0,0,0
15415,773,15,0,35,0,0,0,0,0,0,0,0,0,0
15416,773,16,0,35,0,0,0,0,0,0,0,0,0,0
15417,773,17,0,35,0,0,0,0,0,0,0,0,0,0
15418,773,18,0,35,0,0,0,0,0,0,0,0,0,0
15419,773,19,0,35,0,0,0,0,0,0,0,0,0,0
15420,773,20,0,35,0,0,0,0,0,0,0,0,0,0
15421,773,21,0,35,0,0,0,0,0,0,0,0,0,0
15422,773,22,0,35,0,0,0,0,0,0,0,0,0,0
15423,773,23,0,35,0,0,0,0,0,0,0,0,0,0
15424,773,24,0,35,0,0,0,0,0,0,0,0,0,0
15425,773,25,0,35,0,0,0,0,0,0,0,0,0,0
15426,773,26,0,35,0,0,0,0,0,0,0,0,0,0
15427,773,27,0,35,0,0,0,0,0,0,0,0,0,0
15428,773,28,0,35,0,0,0,0,0,0,0,0,0,0
15429,773,29,0,35,0,0,0,0,0,0,0,0,0,0
15430,773,30,0,35,0,0,0,0,0,0,0,0,0,0
15431,773,31,0,35,0,0,0,0,0,0,0,0,0,0
15432,773,32,0,35,0,0,0,0,0,0,0,0,0,0
15433,773,33,0,35,0,0,0,0,0,0,0,0,0,0
15434,773,34,0,35,0,0,0,0,0,0,0,0,0,0
15435,773,35,0,35,0,0,0,0,0,0,0,0,0,0
15436,774,1,0,25,0,0,0,0,0,0,0,0,0,0
15437,774,2,0,25,0,0,0,0,0,0,0,0,0,0
15438,774,3,0,25,0,0,0,0,0,0,0,0,0,0
15439,774,4,0,25,0,0,0,0,0,0,0,0,0,0
15440,774,5,0,25,0,0,0,0,0,0,0,0,0,0
15441,774,6,0,25,0,0,0,0,0,0,0,0,0,0
15442,774,7,0,25,0,0,0,0,0,0,0,0,0,0
15443,774,8,0,25,0,0,0,0,0,0,0,0,0,0
15444,774,9,0,25,0,0,0,0,0,0,0,0,0,0
15445,774,10,0,25,0,0,0,0,0,0,0,0,0,0
15446,774,11,0,25,0,0,0,0,0,0,0,0,0,0
15447,774,12,0,25,0,0,0,0,0,0,0,0,0,0
15448,774,13,0,25,0,0,0,0,0,0,0,0,0,0
15449,774,14,0,25,0,0,0,0,0,0,0,0,0,0
15450,774,15,0,25,0,0,0,0,0,0,0,0,0,0
15451,774,16,0,25,0,0,0,0,0,0,0,0,0,0
15452,774,17,0,25,0,0,0,0,0,0,0,0,0,0
15453,774,18,0,25,0,0,0,0,0,0,0,0,0,0
15454,774,19,0,25,0,0,0,0,0,0,0,0,0,0
15455,774,20,0,25,0,0,0,0,0,0,0,0,0,0
15456,774,21,0,25,0,0,0,0,0,0,0,0,0,0
15457,774,22,0,25,0,0,0,0,0,0,0,0,0,0
15458,774,23,0,25,0,0,0,0,0,0,0,0,0,0
15459,774,24,0,25,0,0,0,0,0,0,0,0,0,0
15460,774,25,0,25,0,0,0,0,0,0,0,0,0,0
15461,775,1,0,34,0,0,0,0,0,0,0,0,0,0
15462,775,2,0,34,0,0,0,0,0,0,0,0,0,0
15463,775,3,0,34,0,0,0,0,0,0,0,0,0,0
15464,775,4,0,34,0,0,0,0,0,0,0,0,0,0
15465,775,5,0,34,0,0,0,0,0,0,0,0,0,0
15466,775,6,0,34,0,0,0,0,0,0,0,0,0,0
15467,775,7,0,34,0,0,0,0,0,0,0,0,0,0
15468,775,8,0,34,0,0,0,0,0,0,0,0,0,0
15469,775,9,0,34,0,0,0,0,0,0,0,0,0,0
15470,775,10,0,34,0,0,0,0,0,0,0,0,0,0
15471,775,11,0,34,0,0,0,0,0,0,0,0,0,0
15472,775,12,0,34,0,0,0,0,0,0,0,0,0,0
15473,775,13,0,34,0,0,0,0,0,0,0,0,0,0
15474,775,14,0,34,0,0,0,0,0,0,0,0,0,0
15475,775,15,0,34,0,0,0,0,0,0,0,0,0,0
15476,775,16,0,34,0,0,0,0,0,0,0,0,0,0
15477,775,17,0,34,0,0,0,0,0,0,0,0,0,0
15478,775,18,0,34,0,0,0,0,0,0,0,0,0,0
15479,775,19,0,34,0,0,0,0,0,0,0,0,0,0
15480,775,20,0,34,0,0,0,0,0,0,0,0,0,0
15481,775,21,0,34,0,0,0,0,0,0,0,0,0,0
15482,775,22,0,34,0,0,0,0,0,0,0,0,0,0
15483,775,23,0,34,0,0,0,0,0,0,0,0,0,0
15484,775,24,0,34,0,0,0,0,0,0,0,0,0,0
15485,775,25,0,34,0,0,0,0,0,0,0,0,0,0
15486,775,26,0,34,0,0,0,0,0,0,0,0,0,0
15487,775,27,0,34,0,0,0,0,0,0,0,0,0,0
15488,775,28,0,34,0,0,0,0,0,0,0,0,0,0
15489,775,29,0,34,0,0,0,0,0,0,0,0,0,0
15490,775,30,0,34,0,0,0,0,0,0,0,0,0,0
15491,775,31,0,34,0,0,0,0,0,0,0,0,0,0
15492,775,32,0,34,0,0,0,0,0,0,0,0,0,0
15493,775,33,0,34,0,0,0,0,0,0,0,0,0,0
15494,775,34,0,34,0,0,0,0,0,0,0,0,0,0
15495,776,1,1,16,1,14,0,0,0,0,0,0,0,8
15496,776,2,0,16,1,14,0,0,0,0,0,0,0,8
15497,776,3,0,16,1,14,0,0,0,0,0,0,0,8
15498,776,4,1,16,1,14,0,0,0,1,0,0,0,8
15499,776,5,1,16,1,14,0,0,0,0,0,0,0,8
15500,776,6,1,16,1,14,0,0,0,1,0,0,0,8
15501,776,7,1,16,1,14,0,0,0,1,0,0,0,8
15502,776,8,1,16,1,14,0,0,0,1,0,0,0,8
15503,776,9,1,16,1,14,0,0,0,2,0,0,0,8
15504,776,10,1,16,1,14,0,0,0,0,0,0,0,8
15505,776,11,1,16,1,14,0,0,0,0,0,0,0,8
15506,776,12,1,16,1,14,0,0,0,0,0,0,0,8
15507,776,13,1,16,1,14,0,0,0,1,0,0,0,8
15508,776,14,1,16,1,14,0,0,0,1,0,0,0,8
15509,776,15,1,16,1,14,0,0,0,0,0,0,0,8
15510,776,16,1,16,1,14,0,0,0,0,0,0,0,8
15511,777,1,2,30,2,26,0,0,0,0,0,13,22,45
15512,777,2,2,30,2,26,0,0,0,3,0,13,22,45
15513,777,3,2,30,2,26,0,0,2,0,0,13,22,45
15514,777,4,2,30,2,26,0,0,0,0,0,13,22,45
15515,777,5,2,30,2,26,0,0,0,6,0,13,22,45
15516,777,6,2,30,2,26,0,0,2,0,0,13,22,45
15517,777,7,2,30,2,26,0,0,0,1,0,13,22,45
15518,777,8,2,30,2,26,0,3,1,2,0,13,22,45
15519,777,9,2,30,2,26,0,1,2,4,0,13,22,45
15520,777,10,2,30,2,26,0,0,2,3,0,13,22,45
15521,777,11,2,30,2,26,0,2,2,2,0,13,22,45
15522,777,12,2,30,2,26,0,0,1,1,0,13,22,45
15523,777,13,0,30,2,26,0,0,0,0,0,13,22,45
15524,777,14,2,30,2,26,0,0,0,0,0,13,22,45
15525,777,15,2,30,2,26,0,0,1,3,0,13,22,45
15526,777,16,0,30,2,26,0,0,0,0,0,13,22,45
15527,777,17,0,30,2,26,0,0,0,0,0,13,22,45
15528,777,18,2,30,2,26,0,1,1,1,0,13,22,45
15529,777,19,2,30,2,26,0,0,1,0,0,13,22,45
15530,777,20,2,30,2,26,0,0,0,2,0,13,22,45
15531,777,21,2,30,2,26,0,1,2,2,0,13,22,45
15532,777,22,2,30,2,26,0,0,0,0,0,13,22,45
15533,777,23,2,30,2,26,0,0,0,1,0,13,22,45
15534,777,24,0,30,2,26,0,0,0,0,0,13,22,45
15535,777,25,2,30,2,26,0,1,1,1,0,13,22,45
15536,777,26,2,30,2,26,0,1,0,2,0,13,22,45
15537,777,27,2,30,2,26,0,1,0,3,0,13,22,45
15538,777,28,2,30,2,26,0,1,1,1,0,13,22,45
15539,777,29,2,30,2,26,0,1,2,2,0,13,22,45
15540,777,30,2,30,2,26,0,0,1,5,0,13,22,45
15541,778,1,0,36,0,0,0,0,0,0,0,0,0,0
15542,778,2,0,36,0,0,0,0,0,0,0,0,0,0
15543,778,3,0,36,0,0,0,0,0,0,0,0,0,0
15544,778,4,0,36,0,0,0,0,0,0,0,0,0,0
15545,778,5,0,36,0,0,0,0,0,0,0,0,0,0
15546,778,6,0,36,0,0,0,0,0,0,0,0,0,0
15547,778,7,0,36,0,0,0,0,0,0,0,0,0,0
15548,778,8,0,36,0,0,0,0,0,0,0,0,0,0
15549,778,9,0,36,0,0,0,0,0,0,0,0,0,0
15550,778,10,0,36,0,0,0,0,0,0,0,0,0,0
15551,778,11,0,36,0,0,0,0,0,0,0,0,0,0
